companyName	companyMajor	companyWorkAuth	companyPositionType	companyDetailLink	companyDetailLink-href	companyDetailDescription	companyDetailIndustry	companyDetailAddress	companyDetailWebsite	companyDetailWebsite-href	topCareerFair	topCareerFair-href	showAllLink	showAllLink-href
Xtern	"Computer Science, Software Engineering"	"US Citizen, Permanent Resident, F-1 Student Visa"	Internship/Externship	Xtern	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=dab6be18b35a58b5c8c7714c8dae8406&cf=06b87058f964ddf5b9b8bb48e09702af&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Xtern is the ultimate tech internship experience - connecting top caliber students to the thriving tech community in Indy. One application to Xtern will get your resume in front of 40+ hiring tech companies. Xtern will help match you to a company for a paid summer internship and, if hired, will provide a one-of-a-kind summer experience. Why? It is our belief that there is more to your life than school, there should be more to your internship than work. The Xtern experience includes: 



- Full-time (paid) internship with one of Indy's tech companies, 

- Provided housing with 100+ other rockstar interns working at companies across the city,

- Professional development programming and the opportunity to make an impact on the Indy community, 

- An all-access pass to Indy social events."	"Computer Science/Software Engineering, Engineering - Computer"	null	Website	http://techpoint.org/Xtern	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Raytheon Company		"US Citizen, Permanent Resident"		Raytheon Company	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=f5ab7407f0bd654a66c65c0f84bd15fd&cf=2021a696a9581b7380d50a68fa0e2c8b&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Raytheon is a global technology leader that provides innovative solutions to customers in 80 nations.  As one of the most admired industry leaders, we provide the most advanced technology in the world in the strategic business areas of Homeland Security, Missile Defense, Precision Engagement and Intelligence Surveillance Reconnaissance.  Our engineers are leaders in the field of electro-optics, systems engineering, mechanical and structural systems, software development, radio frequency systems, and processing systems.  Through strategic vision, disciplined management, and world-class talent, Raytheon is delivering operational advantages for customers everyday while helping them prepare for the missions of tomorrow."	Aviation/Aerospace	null	Website	http://www.raytheon.com/campus	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Extension Healthcare	"Computer Engineering, Computer Science, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	Extension Healthcare	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=577a95333230508b11227ca69e622b3f&cf=7346b236ac75612f390799fc75442ccd&cfc=694510576a0197dcc2118cd41162bae0&sss=	Extension Healthcare is leading the industry into the next generation of clinical alarm safety systems. Extension has merged advanced alarm management software with an innovative communications approach that enables clinical collaboration to occur in response to patient-related critical events via secure text response and voice.	"Computer Science/Software Engineering, Engineering - Computer, Engineering - Electrical, Healthcare"	null	Facebook Page	https://www.facebook.com/ExtensionHealthcare	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Tate & Lyle Ingredients Americas, Inc."	Chemical Engineering	US Citizen	Full Time	"Tate & Lyle Ingredients Americas, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=a05cc198257c6c7869614374711d6a32&cf=2c46a17cd4b5344414ff30828c7548ec&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Tate & Lyle is a global provider of ingredients and solutions to the food, beverage and other industries, operating from more than 45 production facilities around the world. Through our large-scale, efficient manufacturing plants, we turn raw materials into distinctive, high quality ingredients for our customers. Our ingredients and solutions add taste, texture, nutrition and increased functionality to products that millions of people around the world use or consume every day."	"Engineering - Chemical, Engineering - Mechanical"	null	Website	http://www.tateandlyle.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
LGS Innovations		US Citizen	"Full Time, Internship/Externship"	LGS Innovations	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=bcdbb2a25278619c8732bc8aeb9f09e9&cf=d90e2baea5dc1ae706b7fc63cca33214&cfc=694510576a0197dcc2118cd41162bae0&sss=	"LGS Innovations researches, develops, and deploys networking solutions to address the most challenging communications needs of the U.S. Federal government, state and local governments, foreign governments, and commercial organizations worldwide to ensure their mission and operational success. LGS delivers groundbreaking research and advanced communications solutions and services that enhance its customers’ ability to quickly and securely send and receive information, providing an information advantage. LGS Innovations is a U.S.-owned company headquartered in Herndon, Virginia, with offices in Colorado, Florida, Illinois, Maryland, New Jersey, New Mexico, and North Carolina. Visit lgsinnovations.com."	Engineering - Computer	null	Website	http://www.lgsinnovations.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Cornerstone Controls	"Chemical Engineering, Electrical Engineering"	"US Citizen, Permanent Resident"	Full Time	Cornerstone Controls	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=199d63e0bc043f99636cbc172a9eda46&cf=18d23a7bd0b8421a98dbcfcd8d24ec09&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Cornerstone’s business is Control Systems for Manufacturing Automation with business focuses in sales of products used in control systems and project engineering services to implement control systems for other companies.  Cornerstone is a manufacturer’s representative and distributor for several families of products from Emerson Process Management and also provides engineering services to manufacturing companies when they need to hire an outside firm to implement a control system.  Cornerstone’s sales territory covers most of Indiana west/southwest Ohio, eastern and central Kentucky, and the lower peninsula of Michigan.  Cornerstone maintains offices in Indianapolis IN, Cincinnati OH, and Detroit MI with a combined staff (for all business functions) of approximately 120 associates."	"Biology, Engineering - Chemical, Engineering - Electrical, Food and Beverage, Pharmaceutical"	null	Website	http://www.cornerstonecontrols.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Progressive Insurance		US Citizen	"Full Time, Internship/Externship"	Progressive Insurance	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=b6ca339ab6cb14ec6a15198e75408006&cf=7a238ed5e295ee903f12b9de5fbe3b43&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Progressive is a place where innovation and collaboration are a way of life.  And, our IT team is the backbone of our company—an award-winning group of professionals dedicated to finding ways to satisfy our customers with new technology and creative solutions.



Whether creating game-changing software applications like Snapshot, maintaining current and emerging systems and infrastructure, or testing different technologies, there are plenty of ways to make an impact on company success.  We have IT hubs in our Cleveland and Colorado Springs locations, providing a supportive and engaging environment where you can grow with confidence.  Join a company where you’ll be valued for your contributions—and love what you do."	"Computer Science/Software Engineering, Consumer Products/Services, Insurance"	null	Website	http://jobs.progressive.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Federal-Mogul Corporation	"Electrical Engineering, Mechanical Engineering"	"US Citizen, Permanent Resident"	"Full Time, Co-op, Internship/Externship"	Federal-Mogul Corporation	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=102d969e27c70ffea7e07aeef9d32f24&cf=4efb501ab37709c59f802fda275db0ab&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Federal-Mogul Corporation is an innovative and diversified $7.3 billion global supplier of quality products, trusted brands and creative solutions to manufacturers of automotive, light commercial, heavy-duty and off-highway vehicles, as well as in power generation, aerospace, marine, rail and industrial. 



Federal-Mogul operates with two business divisions, each with a chief executive officer reporting to Federal-Mogul’s Board of Directors.  Federal-Mogul Powertrain focuses on original equipment powertrain products for automotive, heavy-duty and industrial applications; Federal-Mogul Motorparts sells and distributes a broad portfolio of products in the global vehicle aftermarket, while also serving original equipment (OE/OES) manufacturers with vehicle products including brake friction,"	"Automotive, Engineering - Mechanical, Manufacturing"	null	Website	http://www.federalmogul.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Rockwell Collins	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Software Engineering"	"US Citizen, Permanent Resident, H-1 Visa, J-1 Student Visa"	"Full Time, Co-op, Internship/Externship"	Rockwell Collins	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=f9726ca69c382cf0268ee808d614b134&cf=a25c6bf5aa3ce1e1574fb1b2625ded07&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Rockwell Collins is a pioneer in the design, production and support of innovative solutions for our customers in aerospace and defense.  Our expertise in flight deck avionics, cabin electronics, mission communications, information management, and simulation and training is strengthened by our global service and support network that spans 27 countries. Working together, our global team of 20,000 employees shares a vision to create the most trusted source of communication and aviation electronics solutions, applying both insight and foresight to help our customers succeed. This is how we create value for our customers. And how we build trust, every day."	Aviation/Aerospace	null	Website	http://www.rockwellcollins.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Artisan Electronics	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Engineering Physics, Mechanical Engineering, Optical Engineering, Physics, Software Engineering"	US Citizen	"Full Time, Part Time, Co-op, Internship/Externship"	Artisan Electronics	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=b13f6b57b713c2ce89fc1ef9094b6695&cf=1b97422d6dbb723a5f2e77ad41f801d5&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Artisan Electronics, Inc. is a small company with big opportunities for professional individuals that truly enjoy finding innovative solutions to cutting-edge technical challenges. If you would like to be well compensated for your education and skills, and still have the quality of life afforded us in South Central Indiana, please consider Artisan Electronics, Inc. for future employment."	"Engineering - Computer, Engineering - Electrical"	null	Website	http://www.artisan-electronics.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
